,Proteomics,MIF,Druggability,Structure,MSF,TM,Target,Essential,prediction,Product Description,Gene Name or Symbol
PF3D7_0216000,0.2293394338004003,0.9986666666666668,0.796,0.2588883324987481,2.0383500000000003,0.0,0,0.0,0.007850922623162988,"SNF2-like chromatin remodeling ATPase, putative",
PF3D7_0216100,0.2293394338004003,0.2891666666666667,0.756,0.1302876480541455,-2.0648,4.0,0,1.0,0.17274326843078913,"conserved Plasmodium protein, unknown function",
PF3D7_0216400,0.7273377180440378,0.2235333333333333,0.2005,0.703601108033241,-2.0886500000000003,0.0,0,1.0,0.5898595126871995,vacuolar protein sorting-associated protein 45,VPS45
PF3D7_0216500,0.2293394338004003,0.9973333333333332,0.7065,0.1028606208155812,1.8801,0.0,0,0.0,0.0042176130426496835,"WD repeat-containing protein, putative",
PF3D7_0216600,0.7273377180440378,0.5166666666666667,0.486,0.3819241982507289,-0.5058500000000001,7.0,0,1.0,0.26202105654711055,"sugar transporter, putative",
PF3D7_0216700,0.2293394338004003,0.5996666666666667,0.757,0.6391901663051338,-0.37355,0.0,0,1.0,0.4068668707252465,"autophagy-related protein 11, putative",ATG11
PF3D7_0216700,0.2293394338004003,0.5996666666666667,0.757,0.6391901663051338,-0.37355,0.0,0,1.0,0.4068668707252465,"autophagy-related protein 11, putative",ATG11
PF3D7_0216900,0.2293394338004003,0.9784,0.6865,0.2295081967213114,2.44605,0.0,0,0.0,0.0038817765901005023,"conserved Plasmodium protein, unknown function",
PF3D7_0217000,0.2293394338004003,0.9986666666666668,0.949,0.2295081967213114,1.17955,14.0,0,0.0,0.01665670759366181,"conserved Plasmodium membrane protein, unknown function",
PF3D7_0217100,0.6331140977981127,0.1627666666666666,0.4155,0.8947368421052632,-2.10935,0.0,0,1.0,0.7679237320841737,"ATP synthase subunit alpha, mitochondrial",
PF3D7_0217200,0.2293394338004003,0.2171666666666666,0.6725,0.2201430930104568,-2.022,0.0,0,1.0,0.1757376598486994,"conserved Plasmodium protein, unknown function",
PF3D7_0217300,0.7436374034887046,0.1611333333333333,0.308,0.9858156028368794,-0.77325,1.0,0,1.0,0.6005721233349534,"AP-2 complex subunit sigma, putative",AP2S
PF3D7_0217400,0.2293394338004003,0.1075,0.3974999999999999,0.5743243243243243,-2.6275,1.0,0,1.0,0.374988770312617,"conserved protein, unknown function",
PF3D7_0217500,0.6331140977981127,0.1974,0.3965,0.8664122137404581,-2.05005,0.0,0,1.0,0.7463966185389,calcium-dependent protein kinase 1,CDPK1
PF3D7_0217700,0.6642836717186159,0.4951,0.325,0.4914529914529914,-1.96955,0.0,0,0.0,0.14332441806476756,"E2F-associated phosphoprotein, putative",
PF3D7_0217800,0.7436374034887046,0.2398333333333333,0.046,0.897196261682243,-2.013,0.0,0,1.0,0.6862995018751886,40S ribosomal protein S26,RPS26
PF3D7_0217900,0.6642836717186159,0.1077,0.6605,0.7957610789980732,-2.5091,0.0,0,1.0,0.8299672098905154,"thioesterase/thiol ester dehydrase-isomerase, putative",
PF3D7_0218000,0.7436374034887046,0.1142666666666666,0.369,0.9727272727272728,-2.4834,0.0,0,1.0,0.8603582223323277,"replication factor C subunit 2, putative",RFC2
PF3D7_0218100,0.2293394338004003,0.7085333333333333,0.5920000000000001,0.5859154929577465,0.3858000000000001,5.0,0,1.0,0.2057659771756463,"conserved protein, unknown function",
PF3D7_0218300,0.2293394338004003,0.9852666666666666,0.5165,0.7966101694915254,0.07325,0.0,0,0.0,0.1447080061575924,"rRNA methyltransferase, putative",
PF3D7_0218400,0.5579067772376323,0.1208333333333333,0.172,0.7437722419928826,-2.42565,0.0,0,1.0,0.5465263719313027,"ATP-dependent RNA helicase DDX47, putative",DDX47
PF3D7_0218500,0.2293394338004003,0.2171,0.26,0.8712871287128713,-3.14745,0.0,0,1.0,0.7318467506035734,"small nuclear ribonucleoprotein Sm D2, putative",SNRPD2
PF3D7_0218600,0.8169859879897055,0.8343333333333334,0.825,0.1789915966386554,-0.30325,0.0,0,0.0,0.0885679102795111,patatin-like phospholipase 4,PNPLA4
PF3D7_0218700,0.8169859879897055,0.1415666666666666,0.5615,0.6493775933609959,-2.34585,0.0,0,1.0,0.7468964761963898,"pre-mRNA-processing protein 45, putative",PRP45
PF3D7_0219100,0.2293394338004003,0.9934333333333332,0.538,0.9131455399061033,1.78655,0.0,0,0.0,0.061965574017981515,"saccharopine dehydrogenase, putative",
PF3D7_0219200,0.8169859879897055,0.125,0.064,0.9827586206896552,-3.066,0.0,0,1.0,0.8711437032874995,40S ribosomal protein S30,RPS30
PF3D7_0219300,0.2293394338004003,0.9721,0.496,0.3741007194244604,1.21795,1.0,0,0.0,0.012354105208975995,"conserved Plasmodium protein, unknown function",
PF3D7_0219400,0.7436374034887046,0.7094999999999999,0.554,0.8910891089108911,-0.2639,1.0,0,1.0,0.7853035225597563,"ribosome associated membrane protein RAMP4, putative",
PF3D7_0219500,0.2293394338004003,0.9928333333333332,0.454,0.7781065088757396,0.93075,1.0,0,0.0,0.06421286910601375,"pseudouridine synthase, putative",
PF3D7_0219600,0.7436374034887046,0.0879333333333333,0.6345000000000001,0.543141592920354,-2.59195,0.0,0,1.0,0.6852430229827234,replication factor C subunit 1,RFC1
PF3D7_0301900,0.2293394338004003,0.1154333333333333,0.1465,0.7211055276381909,-2.84015,1.0,0,1.0,0.4346401271857823,"conserved protein, unknown function",
PF3D7_0302000,0.8737489276522734,0.0968333333333333,0.018,0.535,-2.7396000000000003,0.0,0,1.0,0.4839667691525796,"pre-mRNA-splicing factor PRP46, putative",PRP46
PF3D7_0302100,0.6331140977981127,0.7426666666666667,0.193,0.2817638266068759,0.55755,0.0,0,1.0,0.07641648559089752,serine/threonine protein kinase,SRPK1
PF3D7_0302600,0.2293394338004003,0.9966666666666668,0.962,0.3794871794871794,0.56805,6.0,0,0.0,0.05193260643518428,"ABC transporter B family member 4, putative",ABCB4
PF3D7_0302700,0.2293394338004003,0.5217999999999999,0.2495,0.8223684210526315,0.0162999999999999,0.0,0,1.0,0.23402876854545776,"CDGSH iron-sulfur domain-containing protein, putative",
PF3D7_0302800,0.8169859879897055,0.6645666666666666,0.501,0.5250596658711217,-0.1347,0.0,0,1.0,0.44590341430161995,"RNA-binding protein, putative",
PF3D7_0302900,0.5413211323991993,0.0882666666666666,0.3155,0.80622009569378,-2.7437,0.0,0,1.0,0.7032733771047186,"exportin-1, putative",
PF3D7_0303000,0.7273377180440378,0.1014,0.079,0.8314176245210728,-2.8023,0.0,0,1.0,0.7176217617448059,N-ethylmaleimide-sensitive fusion protein,NSF
PF3D7_0303100,0.7505364039479331,1.0,0.8585,0.2206800832755031,1.82695,0.0,0,0.0,0.024992724094101276,"CLP1 P-loop domain-containing protein, putative",
PF3D7_0303300,0.8096123587469604,0.1027,0.075,0.5294117647058824,-2.5993000000000004,0.0,0,1.0,0.44947992470790477,"DNA-directed RNA polymerases I, II, and III subunit RPABC2, putative",RPB6
PF3D7_0303400,0.2293394338004003,0.6966666666666667,0.5569999999999999,0.8814935064935064,-0.55125,5.0,0,1.0,0.607263773561773,palmitoyltransferase DHHC1,DHHC1
PF3D7_0303600,0.2293394338004003,0.7237,0.358,0.9106145251396648,-0.1477999999999999,0.0,0,1.0,0.4819523268023557,plasmoredoxin,Plrx
PF3D7_0303800,0.7436374034887046,0.9827333333333332,0.3505,0.7217537942664418,-0.3018,0.0,0,0.0,0.25539652708487454,"IBR domain protein, putative",
PF3D7_0303900,0.2293394338004003,0.7277333333333332,0.3289999999999999,0.8527918781725888,-0.2474499999999999,0.0,0,0.0,0.09764246503411032,"phosphatidylethanolamine-binding protein, putative",
PF3D7_0304000,0.2293394338004003,0.9885666666666668,0.6315,0.148664343786295,0.3668499999999999,0.0,0,0.0,0.014851816656823561,"inner membrane complex protein 1a, putative",IMC1a
PF3D7_0304100,0.6308110427692748,0.3890666666666666,0.1525,0.3714285714285714,-1.91495,0.0,0,0.0,0.051596778965175394,inner membrane complex protein 1e,IMC1e
PF3D7_0304200,0.8169859879897055,0.8684333333333333,0.2015,0.8241965973534972,1.6602,0.0,0,0.0,0.061423308984102865,EH domain-containing protein,EHD
PF3D7_0304300,0.2293394338004003,0.964,0.5765,0.2939118264520644,1.979,0.0,0,0.0,0.005682855526234274,"conserved Plasmodium protein, unknown function",
PF3D7_0304400,0.6642836717186159,0.0863,0.1395,0.9903846153846154,-1.8579,0.0,0,0.0,0.21822847618008065,60S ribosomal protein L44,RPL44
PF3D7_0304900,0.8737489276522734,0.4416,0.242,0.8235294117647058,-1.7372999999999998,0.0,0,1.0,0.7944857492009038,"conserved protein, unknown function",
PF3D7_0305000,0.2293394338004003,0.2241999999999999,0.438,0.7743589743589744,-1.9813,0.0,0,1.0,0.5082905845549383,elongation factor Ts,EF-Ts
PF3D7_0305300,0.8204175007148985,0.3815666666666666,0.7485,0.4152719665271966,-1.9339,11.0,0,0.0,0.2094904746107802,"transporter, putative",
PF3D7_0305400,0.2293394338004003,0.0968333333333333,0.2925,0.2137931034482758,-2.45905,0.0,0,1.0,0.09902578292863488,"conserved protein, unknown function",
PF3D7_0305600,0.5579067772376323,0.6904333333333333,0.5075,0.5170178282009724,0.45615,0.0,0,1.0,0.23556416494439952,DNA-(apurinic or apyrimidinic site) endonuclease,APE1
PF3D7_0305700,0.5932227623677437,0.1447666666666666,0.439,0.9788732394366196,-0.7803,0.0,0,1.0,0.5810132269976914,"ubiquitin-conjugating enzyme MMS2, putative",
PF3D7_0305800,0.2293394338004003,0.9933333333333332,0.149,0.5412926391382405,1.16185,0.0,0,0.0,0.012901983570830274,"P-loop containing nucleoside triphosphate hydrolase, putative",
PF3D7_0305900,0.2293394338004003,0.4448666666666667,0.188,0.0451977401129943,-0.683,2.0,0,1.0,0.022026998778338074,"conserved Plasmodium protein, unknown function",
PF3D7_0306000,0.2293394338004003,0.91,0.508,0.5912408759124088,-2.849,1.0,0,0.0,0.42923471921796336,"cytochrome b-c1 complex subunit 8, putative",QCR8
PF3D7_0306200,0.8204175007148985,0.9165,0.142,0.836676217765043,-0.0058,0.0,0,0.0,0.2153265748527179,activator of Hsp90 ATPase,AHA1
PF3D7_0306300,0.5579067772376323,0.4090333333333333,0.1655,0.972972972972973,-1.00085,0.0,0,1.0,0.6119727144164544,glutaredoxin 1,GRX1
PF3D7_0306400,0.6331140977981127,0.8578,0.531,0.892802450229709,0.5089999999999999,1.0,0,0.0,0.2217985674182748,"FAD-dependent glycerol-3-phosphate dehydrogenase, putative",
PF3D7_0306500,0.2293394338004003,0.4010666666666667,0.4955,0.3712374581939799,-1.74575,1.0,0,1.0,0.23579521592334213,"cytochrome c oxidase subunit 6c, putative",COX6C
PF3D7_0306600,0.8737489276522734,0.0897666666666666,0.1285,0.9176470588235294,-2.53845,0.0,0,1.0,0.8004484295754241,"ATP synthase-associated protein, putative",ATPTG17
PF3D7_0306800,0.6642836717186159,0.1269,0.2435,0.9437148217636022,-2.2666,0.0,0,1.0,0.7606260067752835,T-complex protein 1 subunit beta,CCT2
PF3D7_0306900,0.7273377180440378,0.1006,0.509,0.986206896551724,-2.42455,0.0,0,1.0,0.8841308746059441,"40S ribosomal protein S23, putative",
PF3D7_0307200,0.8204175007148985,0.1115333333333333,0.5045000000000001,0.9299610894941636,-2.6084,0.0,0,1.0,0.8978178071889686,"60S ribosomal protein L7, putative",
PF3D7_0307300,0.2293394338004003,0.9724666666666666,0.1205,0.4294117647058823,1.3744999999999998,0.0,0,0.0,0.006487367333303016,end-binding protein 1,EB1
PF3D7_0307400,0.8169859879897055,0.4156333333333333,0.377,0.5243243243243243,-1.4828,0.0,0,1.0,0.5316386495273988,ATP-dependent Clp protease proteolytic subunit,ClpP
PF3D7_0307600,0.2293394338004003,0.9308666666666668,0.1335,0.2493297587131367,0.5712499999999999,0.0,0,0.0,0.006105590797185574,"conserved Plasmodium protein, unknown function",
PF3D7_0307700,0.7273377180440378,0.6279,0.1285,0.0481927710843373,-1.54595,0.0,0,0.0,0.02269283785159858,"apicomplexan kinetochore protein 10, putative",AKIT10
PF3D7_0307800,0.8096123587469604,0.3297333333333333,0.479,0.5379113018597997,-1.9517,1.0,0,1.0,0.6361457824720071,"PDZ domain-containing protein, putative",
PF3D7_0308000,0.5932227623677437,0.0976666666666666,0.5235,0.8052208835341366,-2.4792,0.0,0,1.0,0.7625999608894877,"DNA polymerase delta small subunit, putative",
PF3D7_0308100,0.6642836717186159,0.8286666666666666,0.4549999999999999,0.1893629456458211,1.0238,0.0,0,0.0,0.011691170623077623,"zinc finger protein, putative",
PF3D7_0308200,0.7436374034887046,0.3384333333333333,0.1985,0.9406307977736548,-0.7324999999999999,0.0,0,1.0,0.5950888259278739,T-complex protein 1 subunit eta,CCT7
PF3D7_0308300,0.5120869689600915,0.6784666666666667,0.538,0.0,-1.8336,0.0,0,1.0,0.22503386435201542,PhIL1-interacting candidate PIC4,PIC4
PF3D7_0308600,0.8204175007148985,0.1673,0.6515,0.8759398496240601,-2.15815,0.0,0,1.0,0.881287322705279,"pre-mRNA-processing factor 19, putative",PRPF19
PF3D7_0308700,0.68974395651552,0.4081666666666666,0.3825,0.2215447154471544,-1.2455500000000002,0.0,0,1.0,0.19021333491233583,"conserved protein, unknown function",
PF3D7_0308900,0.7273377180440378,0.0862,0.133,0.6067821067821068,-2.3744,0.0,0,1.0,0.45365548435058295,"splicing factor 3B subunit 1, putative",SF3B1
PF3D7_0309000,0.2293394338004003,0.6273666666666666,0.1325,0.5791304347826087,-0.0203499999999998,0.0,0,1.0,0.11313928203548107,dual specificity protein phosphatase,YVH1
PF3D7_0309100,0.2293394338004003,0.7449,0.0625,0.5449438202247191,-0.64915,0.0,0,0.0,0.028875015576873792,"OMD protein, putative",OMD
PF3D7_0309200,0.6331140977981127,0.521,0.3884999999999999,0.2672727272727273,-0.33385,0.0,0,1.0,0.13054651295267233,"aurora-related kinase ARK2, putative",ARK2
PF3D7_0309300,0.7436374034887046,0.8304333333333332,0.5355,0.437696335078534,0.8896999999999999,0.0,0,0.0,0.04363761417439992,"N2227-like protein, putative",
PF3D7_0309500,0.7436374034887046,0.9828666666666668,0.578,0.8868852459016393,-0.2445999999999999,0.0,0,0.0,0.4852768257814677,"asparagine synthetase [glutamine-hydrolyzing], putative",AS
PF3D7_0309600,0.7505364039479331,0.1011333333333333,0.5095,0.5535714285714286,-2.5044,0.0,0,1.0,0.6319250908950317,60S acidic ribosomal protein P2,PfP2
PF3D7_0309700,0.2293394338004003,0.9902666666666669,0.4644999999999999,0.3782894736842105,1.08775,0.0,0,0.0,0.013804924357737001,"SECIS-binding protein 2, putative",SBP2
PF3D7_0309800,0.2293394338004003,0.2102666666666666,0.4405,0.6071428571428571,-2.0261500000000003,0.0,0,1.0,0.360047727257971,YTH domain-containing protein 2,YTH2
PF3D7_0309900,0.2293394338004003,0.999,0.9375,0.2970711297071129,1.7671,0.0,0,0.0,0.014880618559678187,"conserved Plasmodium protein, unknown function",
PF3D7_0310000,0.7505364039479331,0.3690666666666666,0.282,0.817258883248731,-2.1878,1.0,0,1.0,0.7984804525889027,"50S ribosomal protein L9, apicoplast, putative",
PF3D7_0310100,0.2293394338004003,0.9778,0.5505,0.7740213523131673,0.4489000000000001,0.0,0,1.0,0.4620409936074565,calcium-dependent protein kinase 3,CDPK3
PF3D7_0310300,0.68974395651552,0.992,0.6619999999999999,0.2738197424892704,1.8094,0.0,0,0.0,0.018475439726439207,"phosphoglycerate mutase, putative",
PF3D7_0310400,0.8096123587469604,0.1465333333333333,0.5635,0.4335394126738794,-2.1781,0.0,0,1.0,0.5352008143976651,parasite-infected erythrocyte surface protein,PIESP1
PF3D7_0310500,0.8096123587469604,0.992,0.423,0.252093433230498,-0.3140499999999999,0.0,0,0.0,0.07499412323603781,"ATP-dependent RNA helicase DHX57, putative",DHX57
PF3D7_0310600,0.7436374034887046,0.6094,0.3954999999999999,0.9063829787234042,-0.2179000000000002,0.0,0,1.0,0.6897400478959541,"eukaryotic translation initiation factor 3 subunit K, putative",EIF3K
PF3D7_0310700,0.7436374034887046,0.0972666666666666,0.348,0.8827586206896552,-2.32415,0.0,0,1.0,0.7813071190575555,"trafficking protein particle complex subunit 4, putative",TRAPPC4
PF3D7_0310800,0.8169859879897055,0.0963333333333333,0.4195,0.5779816513761468,-2.6336500000000003,2.0,0,1.0,0.6594279220644784,"conserved Plasmodium protein, unknown function",
PF3D7_0311100,0.8737489276522734,0.8403,0.21,0.29,-1.5615,0.0,0,0.0,0.1247026074227519,"pre-mRNA splicing factor, putative",
PF3D7_0311200,0.2293394338004003,0.3912666666666666,0.4945,0.5274323335771763,-1.89735,0.0,0,1.0,0.3817949069849263,"valine--tRNA ligase, putative",
PF3D7_0311400,0.2293394338004003,0.9953333333333332,0.861,0.1244532803180914,0.8672000000000002,0.0,0,0.0,0.014221956705650261,"kinase-related protein PKRP, putative",PKRP
PF3D7_0311500,0.2293394338004003,0.8911333333333333,0.344,0.9629629629629628,1.50885,2.0,0,0.0,0.05106184981777601,"conserved protein, unknown function",
PF3D7_0311600,0.2293394338004003,0.4932666666666667,0.4385,0.8290598290598291,-0.8921500000000001,1.0,0,1.0,0.4742696251871445,"dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST1, putative",OST1
PF3D7_0311700,0.2293394338004003,0.998,0.783,0.7453703703703703,0.8835999999999999,1.0,0,0.0,0.10856991833717032,plasmepsin VI,PM6
PF3D7_0311800,0.9136402630826422,0.5542666666666666,0.45,0.7799671592775042,0.4647500000000002,0.0,0,1.0,0.5193944900786426,"ATP synthase F0 subunit d-like protein, putative",
PF3D7_0311900,0.2293394338004003,0.1065333333333333,0.5285,0.6328125,-2.47605,1.0,0,1.0,0.4586340017838879,"heptatricopeptide repeat-containing protein, putative",
PF3D7_0312100,0.2293394338004003,0.6988333333333333,0.857,0.3863636363636363,-0.2573499999999999,5.0,0,1.0,0.2582404009980568,E3 ubiquitin-protein ligase,
PF3D7_0312200,0.2293394338004003,0.9986666666666668,0.3485,0.6011326860841424,0.66885,0.0,0,0.0,0.035551446734294445,"tetratricopeptide repeat protein, putative",
PF3D7_0312400,0.6331140977981127,0.7152,0.5475,0.7863636363636364,-0.7434499999999999,0.0,0,1.0,0.7510217938133918,glycogen synthase kinase-3 beta,GSK3beta
PF3D7_0312500,0.6642836717186159,0.998,0.4075,0.6079447322970639,0.7049,12.0,0,0.0,0.07792245822846483,multidrug-resistant modulator MFR3,MFR3
PF3D7_0312800,0.6331140977981127,0.0903666666666666,0.2575,0.984126984126984,-2.57735,0.0,0,1.0,0.8105811335460729,"60S ribosomal protein L26, putative",
PF3D7_0313100,0.2293394338004003,0.3636666666666666,0.4419999999999999,0.701363073110285,-1.86835,0.0,0,1.0,0.49421893521676297,"ubiquitin-protein ligase, putative",HRD3
PF3D7_0313300,0.2293394338004003,0.1176,0.4795,0.6042780748663101,-2.7622,0.0,0,1.0,0.47651710867870634,"YGGT family protein, putative",
PF3D7_0313500,0.2293394338004003,0.1074333333333333,0.7475,0.3523600439077936,-2.44895,0.0,0,1.0,0.31264284595521036,Ras-like G protein,PfG
PF3D7_0313600,0.2293394338004003,0.937,0.1215,0.3097643097643097,0.8325499999999999,0.0,0,0.0,0.006078487302575526,"conserved Plasmodium protein, unknown function",
PF3D7_0313700,0.2293394338004003,0.1805666666666666,0.622,0.6127167630057804,-2.29535,0.0,0,1.0,0.49053688787963406,"conserved Plasmodium protein, unknown function",
PF3D7_0313800,0.7436374034887046,0.1906333333333333,0.3595,0.2632375189107413,-2.37355,1.0,0,1.0,0.316236737500842,"conserved Plasmodium protein, unknown function",
PF3D7_0313900,0.2293394338004003,0.9936666666666666,0.956,0.1177007299270073,1.10695,2.0,0,0.0,0.013350337104690009,"conserved Plasmodium protein, unknown function",
PF3D7_0314100,0.6308110427692748,0.7024333333333334,0.214,0.8888888888888888,-0.75335,1.0,0,1.0,0.6892837528090009,"vesicle transport v-SNARE protein, putative",
PF3D7_0314100,0.6308110427692748,0.7024333333333334,0.214,0.8888888888888888,-0.75335,1.0,0,1.0,0.6892837528090009,"vesicle transport v-SNARE protein, putative",
PF3D7_0314400,0.8909064912782385,0.4062333333333334,0.2245,0.961038961038961,-0.85265,0.0,0,1.0,0.7399058305065213,"serine/threonine protein phosphatase 6, putative",PPP6
PF3D7_0314500,0.2293394338004003,0.8093666666666666,0.34,0.2088353413654618,0.0879500000000002,0.0,0,0.0,0.009045757412959606,"conserved Plasmodium protein, unknown function",
PF3D7_0314600,0.2293394338004003,0.7288666666666667,0.191,0.4806201550387597,1.56255,0.0,0,0.0,0.004556491777901077,"conserved protein, unknown function",
PF3D7_0314800,0.2293394338004003,0.7063333333333334,0.532,0.0692307692307692,-0.4846000000000001,0.0,0,1.0,0.06849946804768837,"conserved Plasmodium protein, unknown function",
PF3D7_0315200,0.2293394338004003,0.9903333333333334,0.368,0.910958904109589,1.925,0.0,0,0.0,0.03989048062528611,circumsporozoite- and TRAP-related protein,CTRP
